+0001.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.9995003561606749,+0000.0000987341792529,+0000.0000009396410517,+0000.0003999300159089,+0000.0000000400013333,+0000.0000000000017782,+0000.0000000000000000,+0000.0000000000000000
+0000.9980059402948251,+0000.0003827031142525,+0000.0000124348132479,+0000.0015982820583478,+0000.0000006396055667,+0000.0000000001137568,+0000.0000000000000028,+0000.0000000000000000
+0000.9955271047088893,+0000.0008333660292771,+0000.0000455391548868,+0000.0035907543120593,+0000.0000032344999601,+0000.0000000012948550,+0000.0000000000000714,+0000.0000000000000009
+0000.9920736122384937,+0000.0014556869352438,+0000.0000902771465186,+0000.0063702092661448,+0000.0000102071446469,+0000.0000000072682345,+0000.0000000000007043,+0000.0000000000000133
+0000.9876513212323992,+0000.0022770573292731,+0000.0001200196886796,+0000.0099267027331218,+0000.0000248713209608,+0000.0000000276913139,+0000.0000000000041477,+0000.0000000000001041
+0000.9822652253956083,+0000.0033107371547905,+0000.0001249930596843,+0000.0142475111939290,+0000.0000514506187271,+0000.0000000825590834,+0000.0000000000176499,+0000.0000000000005271
+0000.9759257920619463,+0000.0045276540385392,+0000.0001341231966655,+0000.0193171718781406,+0000.0000950509563702,+0000.0000002078062729,+0000.0000000000600818,+0000.0000000000019831
+0000.9686522876095919,+0000.0058773683981135,+0000.0001907039407487,+0000.0251175505316189,+0000.0001616272757347,+0000.0000004620643862,+0000.0000000001737596,+0000.0000000000060461
+0000.9604697770200276,+0000.0073420359395620,+0000.0003013742381178,+0000.0316279332056215,+0000.0002579446168331,+0000.0000009345203604,+0000.0000000004436267,+0000.0000000000158508
+0000.9514027388256796,+0000.0089614678811545,+0000.0004173836307308,+0000.0388251209723344,+0000.0003915338119344,+0000.0000017538147732,+0000.0000000010261667,+0000.0000000000372260
+0000.9414715454105510,+0000.0107919291189274,+0000.0004792717399342,+0000.0466835115228137,+0000.0005706420275168,+0000.0000030979091065,+0000.0000000021907104,+0000.0000000000804398
+0000.9306951748017754,+0000.0128360624723129,+0000.0004841987379741,+0000.0551751762364172,+0000.0008041783692379,+0000.0000052048434683,+0000.0000000043762584,+0000.0000000001625554
+0000.9190973421041463,+0000.0150225890734281,+0000.0005000619236965,+0000.0642699592162743,+0000.0011016548064182,+0000.0000083842983882,+0000.0000000082673640,+0000.0000000003102840
+0000.9067098932458120,+0000.0172680200243735,+0000.0006003044410575,+0000.0739356141994433,+0000.0014731227661666,+0000.0000130298670602,+0000.0000000148926332,+0000.0000000005634533
+0000.8935700605989781,+0000.0195615435810173,+0000.0007816668657163,+0000.0841379644689687,+0000.0019291058186257,+0000.0000196319380103,+0000.0000000257490369,+0000.0000000009796464
+0000.8797142524691587,+0000.0219791781681671,+0000.0009561526931753,+0000.0948410521351311,+0000.0024805288560416,+0000.0000287910825904,+0000.0000000429551079,+0000.0000000016406277
+0000.8651744134821141,+0000.0246017002866290,+0000.0010366793816762,+0000.1060072588290632,+0000.0031386440866315,+0000.0000412318366189,+0000.0000000694367388,+0000.0000000026605283
+0000.8499803743976780,+0000.0274166234199288,+0000.0010327014121835,+0000.1175974165345520,+0000.0039149541298367,+0000.0000578167606108,+0000.0000001091502488,+0000.0000000041949612
+0000.8341656715159318,+0000.0303117393600486,+0000.0010507751204608,+0000.1295709469589092,+0000.0048211325882111,+0000.0000795606586284,+0000.0000001673473779,+0000.0000000064504318
+0000.8177709488980798,+0000.0331774225195983,+0000.0011887332632320,+0000.1418860472824128,+0000.0058689426240067,+0000.0001076448324836,+0000.0000002508853535,+0000.0000000096948332
+0000.8008415268301456,+0000.0360162214461993,+0000.0014283859041486,+0000.1544998975840485,+0000.0070701541347082,+0000.0001434312462267,+0000.0000003685834540,+0000.0000000142710691
+0000.7834214972419488,+0000.0389404292816118,+0000.0016437403735951,+0000.1673688443656794,+0000.0084364600193525,+0000.0001884764750778,+0000.0000005316276764,+0000.0000000206150580
+0000.7655500581570412,+0000.0420501762669873,+0000.0017265055256031,+0000.1804485395811204,+0000.0099793918527639,+0000.0002445453122705,+0000.0000007540275311,+0000.0000000292766821
+0000.7472634859599308,+0000.0453142452590357,+0000.0017032528865939,+0000.1936940626836093,+0000.0117102352331351,+0000.0003136239063263,+0000.0000010531309273,+0000.0000000409404415
