+0000.9999999999999989,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.9998003112076549,+0000.0000987440978751,+0000.0000009396884050,+0000.0001000025055778,+0000.0000000025004585,+0000.0000000000000277,+0000.0000000000000001
+0000.9992047737545739,+0000.0003828584825800,+0000.0000124373845476,+0000.0003998903771709,+0000.0000000399993585,+0000.0000000000017525,+0000.0000000000000158
+0000.9982207957518610,+0000.0008341338381112,+0000.0000455614507374,+0000.0008993065095321,+0000.0000002024297368,+0000.0000000000196690,+0000.0000000000003516
+0000.9968532653952596,+0000.0014580719115478,+0000.0000903633795970,+0000.0015976597189782,+0000.0000006394828848,+0000.0000000001088408,+0000.0000000000028905
+0000.9951012436449593,+0000.0022828393480805,+0000.0001202303190082,+0000.0024941259489279,+0000.0000015603155327,+0000.0000000004099144,+0000.0000000000135763
+0000.9929610035436010,+0000.0033227201289163,+0000.0001253952552470,+0000.0035876466730239,+0000.0000032331415206,+0000.0000000012130893,+0000.0000000000446014
+0000.9904324050307456,+0000.0045498353752168,+0000.0001348436050642,+0000.0048769281245116,+0000.0000059847064257,+0000.0000000030425339,+0000.0000000001155013
+0000.9875223086055950,+0000.0059150146205145,+0000.0001920249600235,+0000.0063604451539216,+0000.0000101996459452,+0000.0000000067580980,+0000.0000000002559014
+0000.9842416629466046,+0000.0074018226010042,+0000.0003037316436830,+0000.0080364488934004,+0000.0000163197331670,+0000.0000000136685858,+0000.0000000005135542
+0000.9805991443825989,+0000.0090518354631337,+0000.0004211774814612,+0000.0099029730299480,+0000.0000248430207038,+0000.0000000256566804,+0000.0000000009654731
+0000.9765976138897380,+0000.0109235107284342,+0000.0004846707465385,+0000.0119578347084701,+0000.0000363228789727,+0000.0000000453242914,+0000.0000000017235543
+0000.9722368586171111,+0000.0130217899388870,+0000.0004912731669323,+0000.0141986322549307,+0000.0000513669269921,+0000.0000000761649768,+0000.0000000029301695
