+0000.9999999999999993,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.9998003112076552,+0000.0000987440978751,+0000.0000009396884050,+0000.0001000050060640
+0000.9992047737545741,+0000.0003828584825800,+0000.0000124373845476,+0000.0003999303782977
+0000.9982207957518612,+0000.0008341338381112,+0000.0000455614507374,+0000.0008995089592895
+0000.9968532653952602,+0000.0014580719115478,+0000.0000903633795970,+0000.0015982993135943
+0000.9951012436449596,+0000.0022828393480805,+0000.0001202303190082,+0000.0024956866879511
+0000.9929610035436012,+0000.0033227201289162,+0000.0001253952552470,+0000.0035908810722349
+0000.9904324050307459,+0000.0045498353752167,+0000.0001348436050642,+0000.0048829159889725
+0000.9875223086055956,+0000.0059150146205144,+0000.0001920249600235,+0000.0063706518138660
+0000.9842416629466051,+0000.0074018226010040,+0000.0003037316436830,+0000.0080527828087072
+0000.9805991443825998,+0000.0090518354631335,+0000.0004211774814612,+0000.0099278426728048
+0000.9765976138897386,+0000.0109235107284340,+0000.0004846707465385,+0000.0119942046352880
+0000.9722368586171118,+0000.0130217899388868,+0000.0004912731669323,+0000.0142500782770685
+0000.9675198807206118,+0000.0152773259990809,+0000.0005092834370494,+0000.0166935098432568
+0000.9624565142147044,+0000.0176081896389804,+0000.0006129058946626,+0000.0193223902516518
+0000.9570608089298471,+0000.0200054604922452,+0000.0007992633111390,+0000.0221344672667679
+0000.9513447712142771,+0000.0225481153268917,+0000.0009797600002812,+0000.0251273534585490
+0000.9453146193983766,+0000.0253206834603168,+0000.0010661717473444,+0000.0282985253939614
+0000.9389732009079521,+0000.0283138462642570,+0000.0010676340018184,+0000.0316453188259716
+0000.9323261358729803,+0000.0314168464307776,+0000.0010920878493953,+0000.0351649298468459
+0000.9253856053843885,+0000.0345204541353339,+0000.0012395135457026,+0000.0388544269345743
+0000.9181680598365002,+0000.0376287913478291,+0000.0014923808998823,+0000.0427107679157878
+0000.9106881218834348,+0000.0408584000875067,+0000.0017226677930355,+0000.0467308102360224
+0000.9029546756184689,+0000.0443149682154222,+0000.0018190470664786,+0000.0509113090996295
+0000.8949729363945724,+0000.0479706845008740,+0000.0018074685717491,+0000.0552489105328034
+0000.8867503935644345,+0000.0516749577929433,+0000.0018344960856484,+0000.0597401525569731
+0000.8783007388195981,+0000.0552976422152482,+0000.0020201385334868,+0000.0643814804316659
+0000.8696419240938817,+0000.0588609587478169,+0000.0023278493026291,+0000.0691692678556714
+0000.8607902847303501,+0000.0625179674947626,+0000.0025919184672377,+0000.0740998293076487
+0000.8517564979791417,+0000.0663900687145180,+0000.0026840163989490,+0000.0791694169073908
+0000.8425472868727408,+0000.0704275612049471,+0000.0026509411106819,+0000.0843742108116299
+0000.8331711110607964,+0000.0744430386398121,+0000.0026755307921949,+0000.0897103195071961
+0000.8236422046750801,+0000.0782924700939194,+0000.0028915279515803,+0000.0951737972794194
+0000.8139790052065331,+0000.0820205143954216,+0000.0032398114373294,+0000.1007606689607155
+0000.8041985503833244,+0000.0858144772443862,+0000.0035200283640971,+0000.1064669440081915
+0000.7943123412279838,+0000.0898056644237007,+0000.0035933825112617,+0000.1122886118370530
+0000.7843276659682237,+0000.0939200334466116,+0000.0035306715647599,+0000.1182216290204040
+0000.7742529933846169,+0000.0979376887973978,+0000.0035474000263396,+0000.1242619177916450
+0000.7641020906016059,+0000.1017080848776733,+0000.0037844398103166,+0000.1304053847104036
+0000.7538928397116543,+0000.1053017158085929,+0000.0041574962844559,+0000.1366479481952962
+0000.7436419561257424,+0000.1089366627201376,+0000.0044358271804567,+0000.1429855539736626
+0000.7333607904051490,+0000.1127481497278770,+0000.0044768911926010,+0000.1494141686743724
+0000.7230562631461078,+0000.1166363595488625,+0000.0043776139255585,+0000.1559297633794704
+0000.7127359213981769,+0000.1203543557724317,+0000.0043814133418648,+0000.1625283094875257
+0000.7024121078357914,+0000.1237524690326497,+0000.0046296255643710,+0000.1692057975671869
+0000.6921011764550312,+0000.1269292975280547,+0000.0050112591086692,+0000.1759582669082440
+0000.6818185732934027,+0000.1301291021332436,+0000.0052705025652271,+0000.1827818220081258
+0000.6715746096502887,+0000.1334850438173043,+0000.0052677222282703,+0000.1896726243041358
+0000.6613750040884688,+0000.1368711485505970,+0000.0051269755990285,+0000.1966268717619052
+0000.6512255691463051,+0000.1400197855106209,+0000.0051138539617101,+0000.2036407913813634
+0000.6411364044289737,+0000.1427892585985992,+0000.0053636796554837,+0000.2107106573169426
+0000.6311215165632595,+0000.1453072706374197,+0000.0057383910561506,+0000.2178328217431694
+0000.6211942954027562,+0000.1478386593249588,+0000.0059633131464990,+0000.2250037321257853
+0000.6113632891871331,+0000.1505087354417885,+0000.0059080542574189,+0000.2322199211136588
+0000.6016323551842263,+0000.1531660361023836,+0000.0057236266778653,+0000.2394779820355241
+0000.5920049509562541,+0000.1555292296152730,+0000.0056912619116769,+0000.2467745575167954
+0000.5824883249854146,+0000.1574711019553686,+0000.0059342169656104,+0000.2541063560936057
+0000.5730935394027159,+0000.1591481101455192,+0000.0062881666478978,+0000.2614701838038666
+0000.5638313663475104,+0000.1608392223441654,+0000.0064664491934624,+0000.2688629621148611
