+0000.9999999999999987,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.9998963126725917,+0000.0000987472720654,+0000.0000009397035587,+0000.0000040003517832
+0000.9995886539375849,+0000.0003829082150226,+0000.0000124382075098,+0000.0000159996398815
+0000.9990840590776364,+0000.0008343797000077,+0000.0000455685884047,+0000.0000359926339497
+0000.9983868022294019,+0000.0014588360064862,+0000.0000903909964772,+0000.0000639707676337
+0000.9974950870122109,+0000.0022846930051978,+0000.0001202978160574,+0000.0000999221665328
+0000.9964040793788749,+0000.0033265648163797,+0000.0001255242558274,+0000.0001438315489168
+0000.9951122860666235,+0000.0045569588596185,+0000.0001350749267357,+0000.0001956801470216
+0000.9936249867772768,+0000.0059271178227583,+0000.0001924495928948,+0000.0002554458070688
+0000.9919513386686709,+0000.0074210679067893,+0000.0003044901857274,+0000.0003231032388114
+0000.9900980107365699,+0000.0090809653914813,+0000.0004223996676390,+0000.0003986242043084
+0000.9880656187129697,+0000.0109659910668303,+0000.0004864127396068,+0000.0004819774805923
+0000.9858514599144126,+0000.0130818510852677,+0000.0004935603201257,+0000.0005731286801927
+0000.9834558351322814,+0000.0153598533151597,+0000.0005122713495122,+0000.0006720402030457
+0000.9808857187375630,+0000.0177186127213700,+0000.0006169970458975,+0000.0007786714951682
+0000.9781521644187254,+0000.0201498701124416,+0000.0008049859918531,+0000.0008929794769784
+0000.9752640091668876,+0000.0227336198089313,+0000.0009874522215340,+0000.0010149188026460
+0000.9722240722153586,+0000.0255556805622545,+0000.0010758054616305,+0000.0011444417607552
+0000.9690315701071823,+0000.0286078515610128,+0000.0010790803286575,+0000.0012814980031460
+0000.9656883413507900,+0000.0317799545422156,+0000.0011056696014419,+0000.0014260345055513
+0000.9622027363378449,+0000.0349630118653872,+0000.0012562558303052,+0000.0015779959664618
+0000.9585873472228941,+0000.0381617957339635,+0000.0015135316339596,+0000.0017373254091816
+0000.9548528225775131,+0000.0414943895456298,+0000.0017488233602597,+0000.0019039645165965
+0000.9510038488765873,+0000.0450684774159748,+0000.0018498202366015,+0000.0020778534708352
+0000.9470412241622836,+0000.0488575731438638,+0000.0018422721169674,+0000.0022589305768841
+0000.9429679465932250,+0000.0527110809118810,+0000.0018738402882715,+0000.0024471322066214
+0000.9387933078814908,+0000.0564982471585115,+0000.0020660516455250,+0000.0026423933144719
+0000.9345309702557152,+0000.0602416946355740,+0000.0023826869055093,+0000.0028446482032004
+0000.9301929311765857,+0000.0640967089573083,+0000.0026565289304963,+0000.0030538309356085
+0000.9257853044483646,+0000.0681875964805938,+0000.0027572239583973,+0000.0032698751126435
+0000.9213100315059308,+0000.0724660013025284,+0000.0027312538145052,+0000.0034927133770344
+0000.9167707973683521,+0000.0767432963753457,+0000.0027636289433685,+0000.0037222773129329
+0000.9121773131301290,+0000.0808733143931195,+0000.0029908744256948,+0000.0039584980510556
+0000.9075437623778145,+0000.0849006366295057,+0000.0033542938083902,+0000.0042013071842886
+0000.9028829530310296,+0000.0890157315485522,+0000.0036506781649587,+0000.0044506372554581
+0000.8982019136613285,+0000.0933540023869877,+0000.0037376624789410,+0000.0047064214727418
+0000.8935032225988695,+0000.0978425740003206,+0000.0036856103223774,+0000.0049685930784318
+0000.8887907176831514,+0000.1022584038540757,+0000.0037137932876341,+0000.0052370851751378
+0000.8840739550669811,+0000.1064465609455997,+0000.0039676525969243,+0000.0055118313904938
+0000.8793670462256233,+0000.1104767928685072,+0000.0043633939799140,+0000.0057927669259545
+0000.8746830310709988,+0000.1145716435118954,+0000.0046654962985669,+0000.0060798291185380
+0000.8700293035871677,+0000.1188720007225047,+0000.0047257385974049,+0000.0063729570929218
+0000.8654085406536982,+0000.1232788587263808,+0000.0046405096384244,+0000.0066720909814957
+0000.8608241752734593,+0000.1275394696380154,+0000.0046591834403586,+0000.0069771716481658
+0000.8562850204573973,+0000.1314968081764711,+0000.0049300299846247,+0000.0072881413815060
+0000.8518045160591424,+0000.1352479396338508,+0000.0053425992482400,+0000.0076049450587661
+0000.8473953538918095,+0000.1390433708211055,+0000.0056337445076219,+0000.0079275307794619
+0000.8430647454313364,+0000.1430239711468937,+0000.0056554339665594,+0000.0082558494552095
+0000.8388149344780493,+0000.1470640942067769,+0000.0055311174456445,+0000.0085898538695283
+0000.8346484071307760,+0000.1508869156419487,+0000.0055351789555086,+0000.0089294982717657
+0000.8305726707219098,+0000.1543397364771361,+0000.0058128537331478,+0000.0092747390678055
+0000.8265999271403884,+0000.1575479182363720,+0000.0062266185419390,+0000.0096255360812996
+0000.8227419768643724,+0000.1607849327017173,+0000.0064912371757577,+0000.0099818532581520
+0000.8190053403263442,+0000.1641864277501671,+0000.0064645737255735,+0000.0103436581979145
+0000.8153913412593314,+0000.1676007295150528,+0000.0062970081803503,+0000.0107109210452646
+0000.8119010304702875,+0000.1707332761452020,+0000.0062820794551344,+0000.0110836139293752
+0000.8085401106107503,+0000.1734416099949975,+0000.0065565677713541,+0000.0114617116228973
+0000.8053190494552321,+0000.1758791234941351,+0000.0069566341669457,+0000.0118451928836864
+0000.8022482856662903,+0000.1783365230361539,+0000.0071811500661290,+0000.0122340412314260
+0000.7993332145359043,+0000.1809395111634371,+0000.0070990298725314,+0000.0126282444281264
+0000.7965738320487914,+0000.1835121034350471,+0000.0068862713184470,+0000.0130277931977138
+0000.7939693533767264,+0000.1857488167888075,+0000.0068491493443685,+0000.0134326804900969
+0000.7915232746434822,+0000.1875226098246146,+0000.0071112134499418,+0000.0138429020819609
+0000.7892439358675010,+0000.1890133749154945,+0000.0074842312324395,+0000.0142584579845642
+0000.7871400470247558,+0000.1905227721791821,+0000.0076578274992711,+0000.0146793532967901
+0000.7852155483449155,+0000.1921624765948128,+0000.0075163774135428,+0000.0151055976467280
+0000.7834688087165109,+0000.1937349547363562,+0000.0072590328060827,+0000.0155372037410491
+0000.7818969236709417,+0000.1949308485554328,+0000.0071980413357484,+0000.0159741864378764
+0000.7805009051965315,+0000.1956427650685706,+0000.0074397664681827,+0000.0164165632667143
+0000.7792866998208091,+0000.1960743292998887,+0000.0077746149883719,+0000.0168643558909292
+0000.7782610492616184,+0000.1965315286095592,+0000.0078898310836859,+0000.0173175910451355
+0000.7774262353146403,+0000.1971087098173552,+0000.0076887549133784,+0000.0177762999546251
+0000.7767788301553664,+0000.1975905011880154,+0000.0073901519347026,+0000.0182405167219147
+0000.7763136623060742,+0000.1976706939107857,+0000.0073053665850900,+0000.0187102771980493
+0000.7760291249617040,+0000.1972646704601500,+0000.0075205851749211,+0000.0191856194032239
+0000.7759286500846219,+0000.1965958650041387,+0000.0078088998750044,+0000.0196665850362345
+0000.7760169137654889,+0000.1959678411911358,+0000.0078620245356614,+0000.0201532205077131
+0000.7762944760241119,+0000.1954552119925179,+0000.0076047356242001,+0000.0206455763591694
+0000.7767560847509313,+0000.1948292990293278,+0000.0072709107199256,+0000.0211437054998146
+0000.7773943016606965,+0000.1937937983149378,+0000.0071642381527844,+0000.0216476618715808
+0000.7782049185241020,+0000.1922887741401516,+0000.0073488065789992,+0000.0221575007567465
+0000.7791888832994500,+0000.1905525185858451,+0000.0075853177846567,+0000.0226732803300475
+0000.7803488563848807,+0000.1888795257447441,+0000.0075765550673395,+0000.0231950628030348
+0000.7816837563820780,+0000.1873232466304591,+0000.0072700831186596,+0000.0237229138688023
+0000.7831866237747740,+0000.1856468933543161,+0000.0069095820630146,+0000.0242569008078945
+0000.7848479020891385,+0000.1835703217900428,+0000.0067846851730455,+0000.0247970909477723
+0000.7866609499146193,+0000.1810588995374242,+0000.0069365986997100,+0000.0253435518482457
+0000.7886244101351424,+0000.1783599699678435,+0000.0071192670017536,+0000.0258963528952596
+0000.7907391196564130,+0000.1757526465940840,+0000.0070526671749565,+0000.0264555665745457
+0000.7930025733451811,+0000.1732688170501761,+0000.0067073416325720,+0000.0270212679720698
+0000.7954063579670348,+0000.1706692693856494,+0000.0063308398747890,+0000.0275935327725259
+0000.7979390866292801,+0000.1676955651948518,+0000.0061929126566749,+0000.0281724355191921
+0000.8005919925772396,+0000.1643377015117525,+0000.0063122562391708,+0000.0287580496718362
+0000.8033617276514070,+0000.1608456206785684,+0000.0064422024261070,+0000.0293504492439168
+0000.8062476249141459,+0000.1574773006194490,+0000.0063253642407029,+0000.0299497102257012
+0000.8092460945496507,+0000.1542437043952265,+0000.0059542908818837,+0000.0305559101732380
+0000.8123476429754686,+0000.1509091772724436,+0000.0055740536251372,+0000.0311691261269497
+0000.8155394610885728,+0000.1472416453055675,+0000.0054294609239611,+0000.0317894326818977
+0000.8188110836123155,+0000.1432538089005233,+0000.0055182055709736,+0000.0324169019161870
+0000.8221575981341751,+0000.1391913502322912,+0000.0055994465587250,+0000.0330516050748075
+0000.8255772574121678,+0000.1352861167151160,+0000.0054430117092885,+0000.0336936141634266
+0000.8290658229552039,+0000.1315298028913642,+0000.0050613724933705,+0000.0343430016600604
+0000.8326131884787371,+0000.1276963871443156,+0000.0046905859929250,+0000.0349998383840216
+0000.8362056244744525,+0000.1235837903123453,+0000.0045463938234322,+0000.0356641913897688
+0000.8398314844462018,+0000.1192243325017243,+0000.0046080592861359,+0000.0363361237659371
+0000.8434848014084251,+0000.1148524282888183,+0000.0046470739331343,+0000.0370156963696211
+0000.8471632445785544,+0000.1106697384621245,+0000.0044640473479336,+0000.0377029696113866
+0000.8508624285875117,+0000.1066513030146914,+0000.0040882650738172,+0000.0383980033239788
+0000.8545721644674816,+0000.1025867007197260,+0000.0037402801997279,+0000.0391008546130636
+0000.8582783646031042,+0000.0983063488253165,+0000.0036037109817397,+0000.0398115755898386
+0000.8619687746305511,+0000.0938580873939794,+0000.0036429249337261,+0000.0405302130417423
+0000.8656369302221757,+0000.0894581753516231,+0000.0036480842061087,+0000.0412568102200911
+0000.8692804513958032,+0000.0852751154229341,+0000.0034530243462931,+0000.0419914088349683
