+0000.9999999999999998,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000,+0000.0000000000000000
+0000.9998993128416289,+0000.0000987473712607,+0000.0000009397040323,+0000.0000010000581267,+0000.0000000000248446,+0000.0000000000001066
+0000.9996006521650371,+0000.0003829097692746,+0000.0000124382332285,+0000.0000039994356215,+0000.0000000003908113,+0000.0000000000060269
+0000.9991110460352371,+0000.0008343873844585,+0000.0000455688114800,+0000.0000089957761508,+0000.0000000019367944,+0000.0000000000558789
+0000.9984347567787346,+0000.0014588598914651,+0000.0000903918596780,+0000.0000159852247599,+0000.0000000060088389,+0000.0000000002365235
+0000.9975699715336775,+0000.0022847509584964,+0000.0001202999260819,+0000.0000249624407064,+0000.0000000145048798,+0000.0000000006361576
+0000.9965118348780817,+0000.0033266850416875,+0000.0001255282894156,+0000.0000359205497731,+0000.0000000299555825,+0000.0000000012854594
+0000.9952588273680227,+0000.0045571816666065,+0000.0001350821616995,+0000.0000488511086172,+0000.0000000554923103,+0000.0000000022027437
+0000.9938161982649363,+0000.0059274964871446,+0000.0001924628775273,+0000.0000637441572768,+0000.0000000946748749,+0000.0000000035382399
+0000.9921930705180495,+0000.0074216702078517,+0000.0003045139226811,+0000.0000805883435749,+0000.0000001513719323,+0000.0000000056359105
+0000.9903960749456104,+0000.0090818773581315,+0000.0004224379245443,+0000.0000993710155836,+0000.0000002298918912,+0000.0000000088642387
+0000.9884257843943907,+0000.0109673215001678,+0000.0004864672886224,+0000.0001200782025037,+0000.0000003352670663,+0000.0000000133472491
+0000.9862794483252397,+0000.0130837329092554,+0000.0004936319761304,+0000.0001426945276800,+0000.0000004733283650,+0000.0000000189333292
+0000.9839573156794315,+0000.0153624402125330,+0000.0005123650117326,+0000.0001672031891567,+0000.0000006503603675,+0000.0000000255467785
+0000.9814663065898092,+0000.0177220757409979,+0000.0006171253544730,+0000.0001935860922842,+0000.0000008726199595,+0000.0000000336024759
+0000.9788174187379086,+0000.0201544014110735,+0000.0008051655462407,+0000.0002218240639958,+0000.0000011462741796,+0000.0000000439666014
