+0000.5000000000000009,+0000.0000000000000000,+0000.5000000000000006
+0000.4999489953671479,+0000.0000500045501842,+0000.5000010000826690
+0000.4997960023803715,+0000.0001999977970338,+0000.5000039998225964
+0000.4995410837663409,+0000.0004499185378247,+0000.5000089976958357
+0000.4991843440405924,+0000.0007996647959655,+0000.5000159911634435
+0000.4987259294641677,+0000.0012490938629064,+0000.5000249766729271
+0000.4981660279829395,+0000.0017980223567899,+0000.5000359496602721
+0000.4975048691496393,+0000.0024462262978150,+0000.5000489045525470
+0000.4967427240286293,+0000.0031934412002864,+0000.5000638347710855
+0000.4958799050834516,+0000.0040393621813097,+0000.5000807327352399
+0000.4949167660472046,+0000.0049836440860865,+0000.5000995898667099
+0000.4938537017758012,+0000.0060259016297598,+0000.5001203965944404
+0000.4926911480841690,+0000.0071657095557470,+0000.5001431423600851
+0000.4914295815654623,+0000.0084026028105004,+0000.5001678156240386
+0000.4900695193933589,+0000.0097360767346160,+0000.5001944038720264
+0000.4886115191075292,+0000.0111655872702182,+0000.5002228936222538
+0000.4870561783823621,+0000.0126905511845282,+0000.5002532704331107
+0000.4854041347790486,+0000.0143103463095280,+0000.5002855189114247
+0000.4836560654811249,+0000.0160243117976177,+0000.5003196227212586
+0000.4818126870135856,+0000.0178317483931619,+0000.5003555645932538
+0000.4798747549456851,+0000.0197319187198114,+0000.5003933263345050
+0000.4778430635775519,+0000.0217240475834821,+0000.5004328888389673
+0000.4757184456107476,+0000.0238073222908620,+0000.5004742320983918
+0000.4735017718029044,+0000.0259808929833221,+0000.5005173352137748
+0000.4711939506065920,+0000.0282438729860829,+0000.5005621764073264
+0000.4687959277925594,+0000.0305953391724984,+0000.5006087330349435
+0000.4663086860575126,+0000.0330343323433051,+0000.5006569815991836
+0000.4637332446165925,+0000.0355598576206757,+0000.5007068977627331
+0000.4610706587807187,+0000.0381708848569203,+0000.5007584563623623
+0000.4583220195189839,+0000.0408663490576583,+0000.5008116314233592
+0000.4554884530062753,+0000.0436451508192913,+0000.5008663961744348
+0000.4525711201563154,+0000.0465061567805927,+0000.5009227230630934
+0000.4495712161403170,+0000.0494482000882272,+0000.5009805837714573
+0000.4464899698914543,+0000.0524700808760085,+0000.5010399492325385
+0000.4433286435953555,+0000.0555705667576942,+0000.5011007896469517
+0000.4400885321668335,+0000.0587483933331159,+0000.5011630745000517
+0000.4367709627130683,+0000.0620022647074335,+0000.5012267725794995
+0000.4333772939834736,+0000.0653308540232978,+0000.5012918519932299
+0000.4299089158064677,+0000.0687328040057031,+0000.5013582801878305
+0000.4263672485133945,+0000.0722067275193012,+0000.5014260239673056
+0000.4227537423498269,+0000.0757512081379473,+0000.5014950495122271
+0000.4190698768745023,+0000.0793648007262455,+0000.5015653223992533
+0000.4153171603461512,+0000.0830460320328368,+0000.5016368076210135
+0000.4114971290984479,+0000.0867934012952140,+0000.5017094696063394
+0000.4076113469033809,+0000.0906053808557803,+0000.5017832722408401
+0000.4036614043232797,+0000.0944804167889164,+0000.5018581788878052
+0000.3996489180517866,+0000.0984169295387904,+0000.5019341524094244
+0000.3955755302440372,+0000.1024133145676457,+0000.5020111551883187
+0000.3914429078363411,+0000.1064679430143000,+0000.5020891491493603
+0000.3872527418556362,+0000.1105791623625812,+0000.5021680957817839
+0000.3830067467190151,+0000.1147452971194236,+0000.5022479561615627
+0000.3787066595236052,+0000.1189646495023447,+0000.5023286909740514
+0000.3743542393271136,+0000.1232355001360170,+0000.5024102605368708
+0000.3699512664193257,+0000.1275561087576416,+0000.5024926248230337
+0000.3654995415848607,+0000.1319247149308495,+0000.5025757434842912
+0000.3610008853575117,+0000.1363395387677994,+0000.5026595758746902
+0000.3564571372664480,+0000.1407987816592224,+0000.5027440810743309
+0000.3518701550746363,+0000.1453006270120560,+0000.5028292179133089
+0000.3472418140097535,+0000.1498432409944180,+0000.5029149449958298
+0000.3425740059879590,+0000.1544247732875567,+0000.5030012207244856
+0000.3378686388308046,+0000.1590433578445211,+0000.5030880033246756
+0000.3331276354756538,+0000.1636971136551827,+0000.5031752508691647
+0000.3283529331799019,+0000.1683841455173423,+0000.5032629213027572
+0000.3235464827193519,+0000.1731025448135638,+0000.5033509724670857
+0000.3187102475810780,+0000.1778503902934377,+0000.5034393621254856
